Pair	Cnt	BinomQ	BinomP
chr16_65030000_65035000-chr16_65035000_65040000	14	0.987447	0.982825
chr16_65270000_65275000-chr16_65275000_65280000	27	0.585529	0.251769
chr16_65315000_65320000-chr16_65320000_65325000	19	0.875659	0.835154
chr16_65475000_65480000-chr16_65480000_65485000	16	0.959845	0.950148
chr16_65850000_65855000-chr16_65855000_65860000	17	0.93859	0.921958
chr16_65940000_65945000-chr16_65945000_65950000	23	0.74604	0.55157
chr16_66095000_66100000-chr16_66100000_66105000	27	0.585529	0.251769
chr16_66100000_66105000-chr16_66105000_66110000	29	0.584454	0.14606
chr16_66105000_66110000-chr16_66110000_66115000	9	1	0.999653
chr16_66165000_66170000-chr16_66170000_66175000	32	0.493133	0.0532414
chr16_66170000_66175000-chr16_66175000_66180000	24	0.74604	0.470507
chr16_66250000_66255000-chr16_66255000_66260000	17	0.93859	0.921958
chr16_66290000_66295000-chr16_66295000_66300000	34	0.409264	0.0239496
chr16_66705000_66710000-chr16_66710000_66715000	36	0.282221	0.00976708
chr16_66710000_66715000-chr16_66715000_66720000	30	0.584454	0.107036
chr16_66995000_67000000-chr16_67000000_67005000	35	0.338357	0.0154802
chr16_67140000_67145000-chr16_67145000_67150000	26	0.643769	0.318053
chr16_67175000_67180000-chr16_67180000_67185000	43	0.0347621	0.000204075
chr16_67225000_67230000-chr16_67230000_67235000	41	0.0755438	0.000688779
chr16_67315000_67320000-chr16_67320000_67325000	35	0.338357	0.0154802
chr16_67385000_67390000-chr16_67390000_67395000	31	0.544394	0.0764551
chr16_67495000_67500000-chr16_67500000_67505000	31	0.544394	0.0764551
chr16_6750000_6755000-chr16_6755000_6760000	18	0.907434	0.883879
chr16_67540000_67545000-chr16_67545000_67550000	31	0.544394	0.0764551
chr16_67545000_67550000-chr16_67550000_67555000	27	0.585529	0.251769
chr16_67595000_67600000-chr16_67600000_67605000	42	0.0522248	0.000378964
chr16_67725000_67730000-chr16_67730000_67735000	26	0.643769	0.318053
chr16_67730000_67735000-chr16_67735000_67740000	27	0.585529	0.251769
chr16_67880000_67885000-chr16_67885000_67890000	35	0.338357	0.0154802
chr16_68075000_68080000-chr16_68080000_68085000	27	0.585529	0.251769
chr16_68195000_68200000-chr16_68200000_68205000	29	0.584454	0.14606
chr16_68260000_68265000-chr16_68265000_68270000	37	0.235963	0.00601756
chr16_6845000_6850000-chr16_6850000_6855000	12	0.996979	0.995429
chr16_68610000_68615000-chr16_68615000_68620000	23	0.74604	0.55157
chr16_68675000_68680000-chr16_68680000_68685000	32	0.493133	0.0532414
chr16_68800000_68805000-chr16_68805000_68810000	33	0.471737	0.0361551
chr16_68830000_68835000-chr16_68835000_68840000	25	0.71229	0.391705
chr16_69115000_69120000-chr16_69120000_69125000	32	0.493133	0.0532414
chr16_69120000_69125000-chr16_69125000_69130000	30	0.584454	0.107036
chr16_69180000_69185000-chr16_69185000_69190000	15	0.976664	0.969857
chr16_69585000_69590000-chr16_69590000_69595000	35	0.338357	0.0154802
chr16_69675000_69680000-chr16_69680000_69685000	17	0.93859	0.921958
chr16_69725000_69730000-chr16_69730000_69735000	35	0.338357	0.0154802
chr16_69775000_69780000-chr16_69780000_69785000	36	0.282221	0.00976708
chr16_69840000_69845000-chr16_69845000_69850000	25	0.71229	0.391705
chr16_69845000_69850000-chr16_69850000_69855000	18	0.907434	0.883879
chr16_70060000_70065000-chr16_70065000_70070000	5	1	0.999998
chr16_7010000_7015000-chr16_7015000_7020000	13	0.994145	0.990824
chr16_7015000_7020000-chr16_7020000_7025000	17	0.93859	0.921958
chr16_7020000_7025000-chr16_7025000_7030000	21	0.797377	0.707369
chr16_70305000_70310000-chr16_70310000_70315000	25	0.71229	0.391705
chr16_70395000_70400000-chr16_70400000_70405000	25	0.71229	0.391705
chr16_70430000_70435000-chr16_70435000_70440000	45	0.0154786	5.55715e-05
chr16_70435000_70440000-chr16_70440000_70445000	25	0.71229	0.391705
chr16_70440000_70445000-chr16_70445000_70450000	34	0.409264	0.0239496
chr16_70445000_70450000-chr16_70450000_70455000	43	0.0347621	0.000204075
chr16_70465000_70470000-chr16_70470000_70475000	24	0.74604	0.470507
chr16_70590000_70595000-chr16_70595000_70600000	39	0.139035	0.00213013
chr16_70595000_70600000-chr16_70600000_70605000	45	0.0154786	5.55715e-05
chr16_7065000_7070000-chr16_7070000_7075000	1	1	1
chr16_70700000_70705000-chr16_70705000_70710000	30	0.584454	0.107036
chr16_70705000_70710000-chr16_70710000_70715000	33	0.471737	0.0361551
chr16_70750000_70755000-chr16_70755000_70760000	31	0.544394	0.0764551
chr16_70785000_70790000-chr16_70790000_70795000	46	0.0101718	2.81215e-05
chr16_70825000_70830000-chr16_70830000_70835000	40	0.104608	0.00122482
chr16_71215000_71220000-chr16_71220000_71225000	26	0.643769	0.318053
chr16_71220000_71225000-chr16_71225000_71230000	20	0.838972	0.775928
chr16_71390000_71395000-chr16_71395000_71400000	29	0.584454	0.14606
chr16_71395000_71400000-chr16_71400000_71405000	19	0.875659	0.835154
chr16_71530000_71535000-chr16_71535000_71540000	29	0.584454	0.14606
chr16_71625000_71630000-chr16_71630000_71635000	17	0.93859	0.921958
chr16_71805000_71810000-chr16_71810000_71815000	29	0.584454	0.14606
chr16_7190000_7195000-chr16_7195000_7200000	21	0.797377	0.707369
chr16_7230000_7235000-chr16_7235000_7240000	28	0.584454	0.194249
chr16_7235000_7240000-chr16_7240000_7245000	26	0.643769	0.318053
chr16_72400000_72405000-chr16_72405000_72410000	22	0.755842	0.63162
chr16_72420000_72425000-chr16_72425000_72430000	33	0.471737	0.0361551
chr16_72495000_72500000-chr16_72500000_72505000	14	0.987447	0.982825
chr16_72560000_72565000-chr16_72565000_72570000	17	0.93859	0.921958
chr16_72585000_72590000-chr16_72590000_72595000	20	0.838972	0.775928
chr16_72600000_72605000-chr16_72605000_72610000	17	0.93859	0.921958
chr16_72665000_72670000-chr16_72670000_72675000	13	0.994145	0.990824
chr16_72685000_72690000-chr16_72690000_72695000	15	0.976664	0.969857
chr16_72835000_72840000-chr16_72840000_72845000	5	1	0.999998
chr16_72840000_72845000-chr16_72845000_72850000	25	0.71229	0.391705
chr16_72925000_72930000-chr16_72930000_72935000	42	0.0522248	0.000378964
chr16_7300000_7305000-chr16_7305000_7310000	17	0.93859	0.921958
chr16_7325000_7330000-chr16_7330000_7335000	22	0.755842	0.63162
chr16_73580000_73585000-chr16_73585000_73590000	14	0.987447	0.982825
chr16_73670000_73675000-chr16_73675000_73680000	11	0.998925	0.99789
chr16_7370000_7375000-chr16_7375000_7380000	19	0.875659	0.835154
chr16_73830000_73835000-chr16_73835000_73840000	15	0.976664	0.969857
chr16_74160000_74165000-chr16_74165000_74170000	24	0.74604	0.470507
chr16_74285000_74290000-chr16_74290000_74295000	20	0.838972	0.775928
chr16_74325000_74330000-chr16_74330000_74335000	23	0.74604	0.55157
chr16_74510000_74515000-chr16_74515000_74520000	40	0.104608	0.00122482
chr16_74600000_74605000-chr16_74605000_74610000	50	0.00103815	1.5148e-06
chr16_74735000_74740000-chr16_74740000_74745000	23	0.74604	0.55157
chr16_74780000_74785000-chr16_74785000_74790000	23	0.74604	0.55157
chr16_74930000_74935000-chr16_74935000_74940000	22	0.755842	0.63162
chr16_74995000_75000000-chr16_75000000_75005000	22	0.755842	0.63162
chr16_75050000_75055000-chr16_75055000_75060000	31	0.544394	0.0764551
chr16_7505000_7510000-chr16_7510000_7515000	12	0.996979	0.995429
chr16_75225000_75230000-chr16_75230000_75235000	30	0.584454	0.107036
chr16_75245000_75250000-chr16_75250000_75255000	45	0.0154786	5.55715e-05
chr16_75570000_75575000-chr16_75575000_75580000	23	0.74604	0.55157
chr16_75575000_75580000-chr16_75580000_75585000	21	0.797377	0.707369
chr16_75580000_75585000-chr16_75585000_75590000	14	0.987447	0.982825
chr16_75930000_75935000-chr16_75935000_75940000	13	0.994145	0.990824
chr16_75970000_75975000-chr16_75975000_75980000	21	0.797377	0.707369
chr16_76060000_76065000-chr16_76065000_76070000	13	0.994145	0.990824
chr16_76300000_76305000-chr16_76305000_76310000	11	0.998925	0.99789
chr16_76425000_76430000-chr16_76430000_76435000	25	0.71229	0.391705
chr16_76430000_76435000-chr16_76435000_76440000	24	0.74604	0.470507
chr16_77070000_77075000-chr16_77075000_77080000	13	0.994145	0.990824
chr16_77120000_77125000-chr16_77125000_77130000	22	0.755842	0.63162
chr16_77260000_77265000-chr16_77265000_77270000	19	0.875659	0.835154
chr16_77545000_77550000-chr16_77550000_77555000	39	0.139035	0.00213013
chr16_77640000_77645000-chr16_77645000_77650000	24	0.74604	0.470507
chr16_77735000_77740000-chr16_77740000_77745000	25	0.71229	0.391705
chr16_77765000_77770000-chr16_77770000_77775000	19	0.875659	0.835154
chr16_77785000_77790000-chr16_77790000_77795000	26	0.643769	0.318053
chr16_78125000_78130000-chr16_78130000_78135000	21	0.797377	0.707369
chr16_78190000_78195000-chr16_78195000_78200000	22	0.755842	0.63162
chr16_78340000_78345000-chr16_78345000_78350000	26	0.643769	0.318053
chr16_7845000_7850000-chr16_7850000_7855000	28	0.584454	0.194249
chr16_78535000_78540000-chr16_78540000_78545000	24	0.74604	0.470507
chr16_7865000_7870000-chr16_7870000_7875000	9	1	0.999653
chr16_7870000_7875000-chr16_7875000_7880000	28	0.584454	0.194249
chr16_78890000_78895000-chr16_78895000_78900000	12	0.996979	0.995429
chr16_78905000_78910000-chr16_78910000_78915000	6	1	0.99999
chr16_79050000_79055000-chr16_79055000_79060000	16	0.959845	0.950148
chr16_79210000_79215000-chr16_79215000_79220000	18	0.907434	0.883879
chr16_79255000_79260000-chr16_79260000_79265000	10	0.99991	0.999104
chr16_79375000_79380000-chr16_79380000_79385000	9	1	0.999653
chr16_795000_800000-chr16_800000_805000	32	0.493133	0.0532414
chr16_79620000_79625000-chr16_79625000_79630000	19	0.875659	0.835154
chr16_7965000_7970000-chr16_7970000_7975000	25	0.71229	0.391705
chr16_79830000_79835000-chr16_79835000_79840000	27	0.585529	0.251769
chr16_79880000_79885000-chr16_79885000_79890000	11	0.998925	0.99789
chr16_79930000_79935000-chr16_79935000_79940000	21	0.797377	0.707369
chr16_80010000_80015000-chr16_80015000_80020000	14	0.987447	0.982825
chr16_80015000_80020000-chr16_80020000_80025000	16	0.959845	0.950148
chr16_80175000_80180000-chr16_80180000_80185000	30	0.584454	0.107036
chr16_80880000_80885000-chr16_80885000_80890000	16	0.959845	0.950148
chr16_80925000_80930000-chr16_80930000_80935000	16	0.959845	0.950148
chr16_80940000_80945000-chr16_80945000_80950000	19	0.875659	0.835154
chr16_81040000_81045000-chr16_81045000_81050000	33	0.471737	0.0361551
chr16_81090000_81095000-chr16_81095000_81100000	32	0.493133	0.0532414
chr16_81155000_81160000-chr16_81160000_81165000	24	0.74604	0.470507
chr16_81310000_81315000-chr16_81315000_81320000	13	0.994145	0.990824
chr16_81330000_81335000-chr16_81335000_81340000	32	0.493133	0.0532414
chr16_81335000_81340000-chr16_81340000_81345000	26	0.643769	0.318053
chr16_81655000_81660000-chr16_81660000_81665000	46	0.0101718	2.81215e-05
chr16_81720000_81725000-chr16_81725000_81730000	46	0.0101718	2.81215e-05
chr16_81725000_81730000-chr16_81730000_81735000	32	0.493133	0.0532414
chr16_8185000_8190000-chr16_8190000_8195000	8	1	0.999879
chr16_82045000_82050000-chr16_82050000_82055000	24	0.74604	0.470507
chr16_82155000_82160000-chr16_82160000_82165000	16	0.959845	0.950148
chr16_82225000_82230000-chr16_82230000_82235000	27	0.585529	0.251769
chr16_82275000_82280000-chr16_82280000_82285000	33	0.471737	0.0361551
chr16_82280000_82285000-chr16_82285000_82290000	24	0.74604	0.470507
chr16_82450000_82455000-chr16_82455000_82460000	39	0.139035	0.00213013
chr16_82615000_82620000-chr16_82620000_82625000	24	0.74604	0.470507
chr16_82620000_82625000-chr16_82625000_82630000	18	0.907434	0.883879
chr16_82660000_82665000-chr16_82665000_82670000	34	0.409264	0.0239496
chr16_82675000_82680000-chr16_82680000_82685000	31	0.544394	0.0764551
chr16_82705000_82710000-chr16_82710000_82715000	27	0.585529	0.251769
chr16_83155000_83160000-chr16_83160000_83165000	25	0.71229	0.391705
chr16_83160000_83165000-chr16_83165000_83170000	20	0.838972	0.775928
chr16_83190000_83195000-chr16_83195000_83200000	16	0.959845	0.950148
chr16_83355000_83360000-chr16_83360000_83365000	11	0.998925	0.99789
chr16_83360000_83365000-chr16_83365000_83370000	22	0.755842	0.63162
chr16_8370000_8375000-chr16_8375000_8380000	16	0.959845	0.950148
chr16_83765000_83770000-chr16_83770000_83775000	21	0.797377	0.707369
chr16_83770000_83775000-chr16_83775000_83780000	27	0.585529	0.251769
chr16_83775000_83780000-chr16_83780000_83785000	20	0.838972	0.775928
chr16_83930000_83935000-chr16_83935000_83940000	35	0.338357	0.0154802
chr16_84450000_84455000-chr16_84455000_84460000	22	0.755842	0.63162
chr16_845000_850000-chr16_850000_855000	33	0.471737	0.0361551
chr16_84535000_84540000-chr16_84540000_84545000	30	0.584454	0.107036
chr16_84760000_84765000-chr16_84765000_84770000	8	1	0.999879
chr16_84805000_84810000-chr16_84810000_84815000	26	0.643769	0.318053
chr16_84825000_84830000-chr16_84830000_84835000	28	0.584454	0.194249
chr16_85025000_85030000-chr16_85030000_85035000	38	0.182421	0.00362169
chr16_85420000_85425000-chr16_85425000_85430000	19	0.875659	0.835154
chr16_85445000_85450000-chr16_85450000_85455000	27	0.585529	0.251769
chr16_85450000_85455000-chr16_85455000_85460000	22	0.755842	0.63162
chr16_85590000_85595000-chr16_85595000_85600000	49	0.00185236	3.23628e-06
chr16_85595000_85600000-chr16_85600000_85605000	30	0.584454	0.107036
chr16_85635000_85640000-chr16_85640000_85645000	31	0.544394	0.0764551
chr16_85650000_85655000-chr16_85655000_85660000	40	0.104608	0.00122482
chr16_85895000_85900000-chr16_85900000_85905000	27	0.585529	0.251769
chr16_8600000_8605000-chr16_8605000_8610000	18	0.907434	0.883879
chr16_86125000_86130000-chr16_86130000_86135000	34	0.409264	0.0239496
chr16_86535000_86540000-chr16_86540000_86545000	26	0.643769	0.318053
chr16_86605000_86610000-chr16_86610000_86615000	23	0.74604	0.55157
chr16_86760000_86765000-chr16_86765000_86770000	35	0.338357	0.0154802
chr16_87195000_87200000-chr16_87200000_87205000	38	0.182421	0.00362169
chr16_87260000_87265000-chr16_87265000_87270000	20	0.838972	0.775928
chr16_8745000_8750000-chr16_8750000_8755000	23	0.74604	0.55157
chr16_87525000_87530000-chr16_87530000_87535000	32	0.493133	0.0532414
chr16_87540000_87545000-chr16_87545000_87550000	24	0.74604	0.470507
chr16_87630000_87635000-chr16_87635000_87640000	46	0.0101718	2.81215e-05
chr16_87635000_87640000-chr16_87640000_87645000	38	0.182421	0.00362169
chr16_87695000_87700000-chr16_87700000_87705000	19	0.875659	0.835154
chr16_87720000_87725000-chr16_87725000_87730000	19	0.875659	0.835154
chr16_87735000_87740000-chr16_87740000_87745000	12	0.996979	0.995429
chr16_87865000_87870000-chr16_87870000_87875000	45	0.0154786	5.55715e-05
chr16_87925000_87930000-chr16_87930000_87935000	29	0.584454	0.14606
chr16_88005000_88010000-chr16_88010000_88015000	23	0.74604	0.55157
chr16_88225000_88230000-chr16_88230000_88235000	47	0.00615704	1.39487e-05
chr16_88305000_88310000-chr16_88310000_88315000	9	1	0.999653
chr16_88310000_88315000-chr16_88315000_88320000	7	1	0.999962
chr16_88345000_88350000-chr16_88350000_88355000	34	0.409264	0.0239496
chr16_8840000_8845000-chr16_8845000_8850000	15	0.976664	0.969857
chr16_8845000_8850000-chr16_8850000_8855000	25	0.71229	0.391705
chr16_89075000_89080000-chr16_89080000_89085000	34	0.409264	0.0239496
chr16_89150000_89155000-chr16_89155000_89160000	37	0.235963	0.00601756
chr16_89190000_89195000-chr16_89195000_89200000	28	0.584454	0.194249
chr16_8930000_8935000-chr16_8935000_8940000	10	0.99991	0.999104
chr16_89645000_89650000-chr16_89650000_89655000	32	0.493133	0.0532414
chr16_89650000_89655000-chr16_89655000_89660000	34	0.409264	0.0239496
chr16_89730000_89735000-chr16_89735000_89740000	27	0.585529	0.251769
chr16_90100000_90105000-chr16_90105000_90110000	62	1.29929e-07	4.24067e-11
chr16_9130000_9135000-chr16_9135000_9140000	20	0.838972	0.775928
chr16_9180000_9185000-chr16_9185000_9190000	23	0.74604	0.55157
chr16_9350000_9355000-chr16_9355000_9360000	36	0.282221	0.00976708
chr16_975000_980000-chr16_980000_985000	37	0.235963	0.00601756
chr16_9970000_9975000-chr16_9975000_9980000	9	1	0.999653
chr16_100000_105000-chr16_110000_115000	14	0.584454	0.214671
chr16_10245000_10250000-chr16_10255000_10260000	6	0.959845	0.950429
chr16_10255000_10260000-chr16_10265000_10270000	5	0.982937	0.977785
chr16_10375000_10380000-chr16_10385000_10390000	9	0.814803	0.744748
chr16_10385000_10390000-chr16_10395000_10400000	5	0.982937	0.977785
chr16_10510000_10515000-chr16_10520000_10525000	8	0.875659	0.835328
chr16_10555000_10560000-chr16_10565000_10570000	14	0.584454	0.214671
chr16_11115000_11120000-chr16_11125000_11130000	14	0.584454	0.214671
chr16_11125000_11130000-chr16_11135000_11140000	21	0.221632	0.00525611
chr16_1115000_1120000-chr16_1125000_1130000	27	0.0135828	4.45929e-05
chr16_11175000_11180000-chr16_11185000_11190000	22	0.151525	0.00260658
chr16_1125000_1130000-chr16_1135000_1140000	22	0.151525	0.00260658
chr16_11265000_11270000-chr16_11275000_11280000	19	0.36817	0.0189153
chr16_11275000_11280000-chr16_11285000_11290000	19	0.36817	0.0189153
chr16_11345000_11350000-chr16_11355000_11360000	4	0.994445	0.991619
chr16_11545000_11550000-chr16_11555000_11560000	15	0.584454	0.144946
chr16_11705000_11710000-chr16_11715000_11720000	10	0.755842	0.637339
chr16_11715000_11720000-chr16_11725000_11730000	20	0.283806	0.0101804
chr16_11725000_11730000-chr16_11735000_11740000	8	0.875659	0.835328
chr16_12135000_12140000-chr16_12145000_12150000	12	0.721469	0.407206
chr16_12145000_12150000-chr16_12155000_12160000	14	0.584454	0.214671
chr16_12290000_12295000-chr16_12300000_12305000	11	0.74604	0.521571
chr16_12300000_12305000-chr16_12310000_12315000	19	0.36817	0.0189153
chr16_12450000_12455000-chr16_12460000_12465000	11	0.74604	0.521571
chr16_12460000_12465000-chr16_12470000_12475000	11	0.74604	0.521571
chr16_12470000_12475000-chr16_12480000_12485000	10	0.755842	0.637339
chr16_12560000_12565000-chr16_12570000_12575000	18	0.469345	0.0336695
chr16_12570000_12575000-chr16_12580000_12585000	13	0.628884	0.302936
chr16_12655000_12660000-chr16_12665000_12670000	9	0.814803	0.744748
chr16_12665000_12670000-chr16_12675000_12680000	12	0.721469	0.407206
chr16_12690000_12695000-chr16_12700000_12705000	10	0.755842	0.637339
chr16_12700000_12705000-chr16_12710000_12715000	11	0.74604	0.521571
chr16_12745000_12750000-chr16_12755000_12760000	19	0.36817	0.0189153
chr16_12955000_12960000-chr16_12965000_12970000	16	0.584454	0.0933169
chr16_13135000_13140000-chr16_13145000_13150000	10	0.755842	0.637339
chr16_13140000_13145000-chr16_13150000_13155000	12	0.721469	0.407206
chr16_13145000_13150000-chr16_13155000_13160000	9	0.814803	0.744748
chr16_13150000_13155000-chr16_13160000_13165000	9	0.814803	0.744748
chr16_13190000_13195000-chr16_13200000_13205000	14	0.584454	0.214671
chr16_13385000_13390000-chr16_13395000_13400000	6	0.959845	0.950429
chr16_1350000_1355000-chr16_1360000_1365000	12	0.721469	0.407206
chr16_13620000_13625000-chr16_13630000_13635000	14	0.584454	0.214671
chr16_13750000_13755000-chr16_13760000_13765000	12	0.721469	0.407206
chr16_13825000_13830000-chr16_13835000_13840000	9	0.814803	0.744748
